id,species,scientific_name,observed_on,latitude,longitude,user,quality_grade,url
345641902,,Hirundo rustica,2021-07-01,27.0772183279,88.512875028,nakulpradhan,needs_id,https://www.inaturalist.org/observations/345641902
345508368,Asian Barred Owlet,Glaucidium cuculoides,2025-02-12,27.0771374268,88.5129075497,nakulpradhan,research,https://www.inaturalist.org/observations/345508368
345506351,Eurasian Tree Sparrow,Passer montanus,2025-07-30,27.0770956329,88.5129598528,nakulpradhan,research,https://www.inaturalist.org/observations/345506351
345506258,Blue-throated Barbet,Psilopogon asiaticus,2025-08-03,27.0771368298,88.5129692405,nakulpradhan,research,https://www.inaturalist.org/observations/345506258
345505298,Common Green-Magpie,Cissa chinensis,2025-08-12,27.0771078725,88.5129672289,nakulpradhan,research,https://www.inaturalist.org/observations/345505298
345504764,Lesser Yellownape,Picus chlorolophus,2025-09-05,27.0770568242,88.5129806399,nakulpradhan,research,https://www.inaturalist.org/observations/345504764
345504125,Oriental Turtle-Dove,Streptopelia orientalis,2025-09-20,27.077246688,88.5128502175,nakulpradhan,research,https://www.inaturalist.org/observations/345504125
345504064,Fulvous-breasted Woodpecker,Dendrocopos macei,2025-09-20,27.0771010064,88.5128917918,nakulpradhan,needs_id,https://www.inaturalist.org/observations/345504064
345504042,Verditer Flycatcher,Eumyias thalassinus,2025-09-20,27.0771413077,88.5128679872,nakulpradhan,research,https://www.inaturalist.org/observations/345504042
345503910,Red-vented Bulbul,Pycnonotus cafer,2025-09-20,27.0771508606,88.5128183663,nakulpradhan,research,https://www.inaturalist.org/observations/345503910
345500261,Indian Peafowl,Pavo cristatus,2025-10-05,27.0716485562,88.5248645023,nakulpradhan,research,https://www.inaturalist.org/observations/345500261
345499588,White-crested Laughingthrush,Garrulax leucolophus,2025-10-05,27.0716485562,88.5248645023,nakulpradhan,research,https://www.inaturalist.org/observations/345499588
345499385,Lesser Necklaced Laughingthrush,Garrulax monileger,2025-10-05,27.0716485562,88.5248645023,nakulpradhan,research,https://www.inaturalist.org/observations/345499385
345499371,Blyth's Leaf Warbler,Phylloscopus reguloides,2025-11-02,27.0770893638,88.5129155964,nakulpradhan,needs_id,https://www.inaturalist.org/observations/345499371
345497497,Eurasian Tree Sparrow,Passer montanus,2026-03-07,27.0771433974,88.5128649697,nakulpradhan,research,https://www.inaturalist.org/observations/345497497
345497136,Lesser Yellownape,Picus chlorolophus,2026-03-09,27.0771595179,88.5128368065,nakulpradhan,research,https://www.inaturalist.org/observations/345497136
345496435,Oriental Magpie-Robin,Copsychus saularis,2026-03-11,27.0771490694,88.5129045323,nakulpradhan,research,https://www.inaturalist.org/observations/345496435
345496403,Common Myna,Acridotheres tristis,2026-03-11,27.0771433974,88.5129021853,nakulpradhan,research,https://www.inaturalist.org/observations/345496403
345496223,Himalayan Bulbul,Pycnonotus leucogenys,2026-03-11,27.0771210078,88.5129300132,nakulpradhan,research,https://www.inaturalist.org/observations/345496223
345495452,Verditer Flycatcher,Eumyias thalassinus,2026-03-11,27.0772416131,88.5128572583,nakulpradhan,research,https://www.inaturalist.org/observations/345495452
345495171,Rusty-cheeked Scimitar-Babbler,Erythrogenys erythrogenys,2026-03-11,27.0771514576,88.5128663108,nakulpradhan,research,https://www.inaturalist.org/observations/345495171
345494872,Typical Shrikes,Lanius,2026-03-11,27.0771702649,88.5129005089,nakulpradhan,needs_id,https://www.inaturalist.org/observations/345494872
345493960,Common Iora,Aegithina tiphia,2026-03-24,27.0771216048,88.5129293427,nakulpradhan,research,https://www.inaturalist.org/observations/345493960
345493555,Red-vented Bulbul,Pycnonotus cafer,2026-03-24,27.0771395165,88.5129142553,nakulpradhan,research,https://www.inaturalist.org/observations/345493555
345493198,Blue-throated Barbet,Psilopogon asiaticus,2026-03-24,27.0716485562,88.5248645023,nakulpradhan,research,https://www.inaturalist.org/observations/345493198
345492536,Common Green-Magpie,Cissa chinensis,2025-02-05,27.0771383224,88.5128907859,nakulpradhan,research,https://www.inaturalist.org/observations/345492536
345467585,Black-faced Laughingthrush,Trochalopteron affine,2021-04-02,27.0314727482,88.0688517541,subhajit1,needs_id,https://www.inaturalist.org/observations/345467585
345449303,Green-backed Tit,Parus monticolus,2026-03-27,27.0770794363,88.5128027525,reishisagnik,needs_id,https://www.inaturalist.org/observations/345449303
345254355,White-crested Laughingthrush,Garrulax leucolophus,2026-03-26,27.0724943,88.5077163,reishisagnik,needs_id,https://www.inaturalist.org/observations/345254355
345090213,Brown Boobook,Ninox scutulata,2026-03-25,27.0725125353,88.5076554492,reishisagnik,needs_id,https://www.inaturalist.org/observations/345090213
345060599,Red-vented Bulbul,Pycnonotus cafer,2026-03-25,27.0726208601,88.5078467869,reishisagnik,needs_id,https://www.inaturalist.org/observations/345060599
345057017,Verditer Flycatcher,Eumyias thalassinus,2026-03-25,27.0728048159,88.507533253,reishisagnik,needs_id,https://www.inaturalist.org/observations/345057017
345032848,Sultan Tit,Melanochlora sultanea,2026-03-25,27.0724976083,88.5077144578,reishisagnik,needs_id,https://www.inaturalist.org/observations/345032848
344773739,,Garrulax,2026-03-09,26.838167,88.350881,drrpsingh,needs_id,https://www.inaturalist.org/observations/344773739
344672334,Fire-tailed Sunbird,Aethopyga ignicauda,2026-03-22,27.0869606887,88.6608010858,antaradey,research,https://www.inaturalist.org/observations/344672334
344672002,Green-backed Tit,Parus monticolus,2026-03-22,27.0858202145,88.6554112446,antaradey,research,https://www.inaturalist.org/observations/344672002
344671634,Whiskered Yuhina,Yuhina flavicollis,2026-03-22,27.0870042121,88.6593106353,antaradey,research,https://www.inaturalist.org/observations/344671634
344671633,Fire-tailed Sunbird,Aethopyga ignicauda,2026-03-22,27.060607,88.5572649,antaradey,research,https://www.inaturalist.org/observations/344671633
344671632,Buff-barred Warbler,Phylloscopus pulcher,2026-03-21,27.0610936413,88.556215661,antaradey,research,https://www.inaturalist.org/observations/344671632
344671630,Buff-barred Warbler,Phylloscopus pulcher,2026-03-21,27.0601573195,88.5570954256,antaradey,research,https://www.inaturalist.org/observations/344671630
344671628,Russet Sparrow,Passer cinnamomeus,2026-03-21,27.060607,88.5572649,antaradey,research,https://www.inaturalist.org/observations/344671628
344671627,Blue-fronted Redstart,Phoenicurus frontalis,2026-03-20,27.0600044499,88.5557650499,antaradey,research,https://www.inaturalist.org/observations/344671627
344671625,Black Redstart,Phoenicurus ochruros,2026-03-20,27.0606070137,88.5575440174,antaradey,research,https://www.inaturalist.org/observations/344671625
344126134,White-browed Shrike-Babbler,Pteruthius aeralatus,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126134
344126132,Blue-winged Minla,Actinodura cyanouroptera,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126132
344126131,Black-throated Sunbird,Aethopyga saturata,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126131
344126130,Indian White-eye,Zosterops palpebrosus,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126130
344126119,Asian Fairy-Bluebird,Irena puella,2024-11-28,27.0508734,88.5974491,ru_sha,needs_id,https://www.inaturalist.org/observations/344126119
344126110,Blue Rock-Thrush,Monticola solitarius,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126110
344126106,Common Green-Magpie,Cissa chinensis,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126106
344126105,Striated Laughingthrush,Grammatoptila striata,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126105
344126104,Grey-hooded Warbler,Phylloscopus xanthoschistos,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126104
344126103,Green-backed Tit,Parus monticolus,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126103
344126102,Whiskered Yuhina,Yuhina flavicollis,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126102
344126101,Gray Treepie,Dendrocitta formosae,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126101
344126100,Green-tailed Sunbird,Aethopyga nipalensis,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126100
344126099,Rufous Sibia,Heterophasia capistrata,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126099
344126098,Plumbeous Water Redstart,Phoenicurus fuliginosus,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126098
344126096,Grey Wagtail,Motacilla cinerea,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126096
344126094,Blue Whistling-Thrush,Myophonus caeruleus,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126094
344126093,Grey Bushchat,Saxicola ferreus,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126093
344126091,Grey Bushchat,Saxicola ferreus,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126091
344126090,Olive-backed Pipit,Anthus hodgsoni,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126090
344126089,Plumbeous Water Redstart,Phoenicurus fuliginosus,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126089
344126087,White-capped Redstart,Phoenicurus leucocephalus,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126087
344126086,Plumbeous Water Redstart,Phoenicurus fuliginosus,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126086
344126085,Plumbeous Water Redstart,Phoenicurus fuliginosus,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126085
344126080,Little Forktail,Enicurus scouleri,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126080
344126057,Alexandrine Parakeet,Psittacula eupatria,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126057
344126056,Asian Green Bee-eater,Merops orientalis,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126056
344126054,Indian Peafowl,Pavo cristatus,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126054
344126053,Common Sandpiper,Actitis hypoleucos,2024-11-28,27.0508734,88.5974491,ru_sha,needs_id,https://www.inaturalist.org/observations/344126053
344126052,Indian Cuckoo,Cuculus micropterus,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126052
344126047,Chestnut-tailed Starling,Sturnia malabarica,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126047
344126046,River Lapwing,Vanellus duvaucelii,2024-11-28,27.0385978708,88.5691149706,ru_sha,research,https://www.inaturalist.org/observations/344126046
344126045,Paddyfield Pipit,Anthus rufulus,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126045
344126044,White-browed Wagtail,Motacilla maderaspatensis,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126044
344126039,Long-tailed Shrike,Lanius schach,2024-11-28,27.0508734,88.5974491,ru_sha,research,https://www.inaturalist.org/observations/344126039
343969895,Large Hawk-Cuckoo,Hierococcyx sparverioides,2026-03-20,27.0724976083,88.5077144578,reishisagnik,needs_id,https://www.inaturalist.org/observations/343969895
343929231,Blue-throated Flycatcher,Cyornis rubeculoides,2026-03-20,27.0725534634,88.507634412,reishisagnik,needs_id,https://www.inaturalist.org/observations/343929231
343450926,Barn Swallow,Hirundo rustica,2026-02-24,26.9121201,88.4064269,arkajyoti92,research,https://www.inaturalist.org/observations/343450926
342562163,Ashy Drongo,Dicrurus leucophaeus,2026-03-12,27.072497,88.5077142,reishisagnik,needs_id,https://www.inaturalist.org/observations/342562163
341868223,Asian Barred Owlet,Glaucidium cuculoides,2026-03-08,26.9250431345,88.3811373264,rocking_surf,needs_id,https://www.inaturalist.org/observations/341868223
341862038,Black-throated Sunbird,Aethopyga saturata,2026-03-01,27.041255,88.6454,manaswini,research,https://www.inaturalist.org/observations/341862038
341862037,Buff-barred Warbler,Phylloscopus pulcher,2026-03-01,27.041625,88.6458316667,manaswini,needs_id,https://www.inaturalist.org/observations/341862037
341862030,Black Eagle,Ictinaetus malaiensis,2026-03-01,27.0405625,88.6458421,manaswini,research,https://www.inaturalist.org/observations/341862030
341841139,bird,Aves,2026-03-08,27.060770926,88.2571076229,soyesh__thapa,needs_id,https://www.inaturalist.org/observations/341841139
341504553,Blue-capped Rock-Thrush,Monticola cinclorhyncha,2026-02-27,26.9159059051,88.402816616,supratimdeb,research,https://www.inaturalist.org/observations/341504553
341503628,Bay Woodpecker,Blythipicus pyrrhotis,2026-02-27,26.9159059051,88.402816616,supratimdeb,research,https://www.inaturalist.org/observations/341503628
341498493,Sapphire Flycatcher,Ficedula sapphira,2026-02-27,26.7961930593,88.3630076051,supratimdeb,research,https://www.inaturalist.org/observations/341498493
341196144,Gray Treepie,Dendrocitta formosae,2026-03-04,27.0726505841,88.507337063,reishisagnik,needs_id,https://www.inaturalist.org/observations/341196144
341079669,Grey Bushchat,Saxicola ferreus,2026-02-13,27.1061611111,88.6111416667,reishisagnik,research,https://www.inaturalist.org/observations/341079669
341079641,Lophura leucomelanos,Lophura leucomelanos,2026-02-01,27.1285305556,88.6366472222,reishisagnik,needs_id,https://www.inaturalist.org/observations/341079641
341079634,Lophura leucomelanos,Lophura leucomelanos,2026-02-01,27.1081361111,88.6224333333,reishisagnik,needs_id,https://www.inaturalist.org/observations/341079634
341079596,Lanius tephronotus,Lanius tephronotus,2026-01-28,27.0727513726,88.5081598257,reishisagnik,needs_id,https://www.inaturalist.org/observations/341079596
340532828,Himalayan Black-lored Tit,Machlolophus xanthogenys,2026-02-27,27.0725125353,88.5076554492,reishisagnik,needs_id,https://www.inaturalist.org/observations/340532828
340411192,,Ianthocincla ocellata,2026-02-27,27.1184234444,88.0286788889,bivekgurung,needs_id,https://www.inaturalist.org/observations/340411192
340150158,Гималайский Вьюрок,Leucosticte nemoricola,2026-02-21,27.1053465627,88.0024151776,hikuta,needs_id,https://www.inaturalist.org/observations/340150158
340150157,Синелобая Горихвостка,Phoenicurus frontalis,2026-02-21,27.1053465627,88.0024151776,hikuta,needs_id,https://www.inaturalist.org/observations/340150157
340150156,Крапивник,Troglodytes troglodytes,2026-02-21,27.1053465627,88.0024151776,hikuta,needs_id,https://www.inaturalist.org/observations/340150156
340150153,Краснобрюхая синица,Periparus rubidiventris,2026-02-21,27.1053465627,88.0024151776,hikuta,research,https://www.inaturalist.org/observations/340150153
340150152,Гималайский Вьюрок,Leucosticte nemoricola,2026-02-21,27.1053465627,88.0024151776,hikuta,needs_id,https://www.inaturalist.org/observations/340150152
340150147,Гималайский Вьюрок,Leucosticte nemoricola,2026-02-21,27.1053465627,88.0024151776,hikuta,needs_id,https://www.inaturalist.org/observations/340150147
340150146,Белобровая чечевица,Carpodacus thura,2026-02-21,27.1053465627,88.0024151776,hikuta,research,https://www.inaturalist.org/observations/340150146
340150145,Белобровая альциппа,Fulvetta vinipectus,2026-02-21,27.1053465627,88.0024151776,hikuta,research,https://www.inaturalist.org/observations/340150145
340150142,Синелобая горихвостка,Phoenicurus frontalis,2026-02-21,27.1053465627,88.0024151776,hikuta,research,https://www.inaturalist.org/observations/340150142
340150141,Большеклювая ворона,Corvus macrorhynchos,2026-02-21,27.1053465627,88.0024151776,hikuta,research,https://www.inaturalist.org/observations/340150141
340150140,Краснобрюхая синица,Periparus rubidiventris,2026-02-21,27.1053465627,88.0024151776,hikuta,research,https://www.inaturalist.org/observations/340150140
340150137,Белогорлая горихвостка,Phoenicurus schisticeps,2026-02-21,27.1053465627,88.0024151776,hikuta,research,https://www.inaturalist.org/observations/340150137
340150136,Серохохлая синица,Lophophanes dichrous,2026-02-21,27.1053465627,88.0024151776,hikuta,research,https://www.inaturalist.org/observations/340150136
340150135,Белобровая альциппа,Fulvetta vinipectus,2026-02-21,27.1053465627,88.0024151776,hikuta,research,https://www.inaturalist.org/observations/340150135
340150133,Краснобрюхая синица,Periparus rubidiventris,2026-02-21,27.1053465627,88.0024151776,hikuta,research,https://www.inaturalist.org/observations/340150133
339882924,Himalayan Bulbul,Pycnonotus leucogenys,2026-02-11,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339882924
339882923,Indian Peafowl,Pavo cristatus,2026-02-10,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339882923
339882922,Maroon Oriole,Oriolus traillii,2026-02-10,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339882922
339882921,Black Bulbul,Hypsipetes leucocephalus,2026-02-10,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339882921
339882920,Indian Peafowl,Pavo cristatus,2026-02-10,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339882920
339882919,Rufous-bellied Eagle (Western),Lophotriorchis kienerii kienerii,2026-02-09,27.0282713148,88.4809787481,reishisagnik,research,https://www.inaturalist.org/observations/339882919
339882918,Hair-crested Drongo,Dicrurus hottentottus,2026-02-06,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339882918
339882915,Dendrocitta formosae,Dendrocitta formosae,2026-02-06,27.0725125406,88.5076555704,reishisagnik,needs_id,https://www.inaturalist.org/observations/339882915
339882913,Blue Whistling-Thrush,Myophonus caeruleus,2026-02-05,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339882913
339882911,Grey-hooded Warbler,Phylloscopus xanthoschistos,2026-02-05,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339882911
339882910,Velvet-fronted Nuthatch,Sitta frontalis,2026-02-05,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339882910
339882909,Crimson Sunbird,Aethopyga siparaja,2026-02-05,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339882909
339882907,Common Tailorbird,Orthotomus sutorius,2026-02-05,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339882907
339882906,Himalayan Bulbul,Pycnonotus leucogenys,2026-02-05,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339882906
339881920,Phylloscopus humei,Phylloscopus humei,2026-02-05,27.0725125406,88.5076555704,reishisagnik,needs_id,https://www.inaturalist.org/observations/339881920
339881916,Grey-headed Canary-Flycatcher,Culicicapa ceylonensis,2026-02-05,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339881916
339881915,Black-throated Tit,Aegithalos concinnus,2026-02-01,27.1100473787,88.6200788745,reishisagnik,research,https://www.inaturalist.org/observations/339881915
339881911,Mountain Hawk-Eagle (Western),Nisaetus nipalensis nipalensis,2026-02-01,27.1916864822,88.6993696493,reishisagnik,research,https://www.inaturalist.org/observations/339881911
339881907,Whiskered Yuhina,Yuhina flavicollis,2026-02-01,27.1100473787,88.6200788745,reishisagnik,research,https://www.inaturalist.org/observations/339881907
339881906,Phylloscopus,Phylloscopus,2026-02-01,27.1100473787,88.6200788745,reishisagnik,needs_id,https://www.inaturalist.org/observations/339881906
339881902,Phylloscopus maculipennis,Phylloscopus maculipennis,2026-02-01,27.1100473787,88.6200788745,reishisagnik,needs_id,https://www.inaturalist.org/observations/339881902
339881901,Aethopyga nipalensis,Aethopyga nipalensis,2026-02-01,27.1100473787,88.6200788745,reishisagnik,needs_id,https://www.inaturalist.org/observations/339881901
339881900,Alcippe,Alcippe,2026-02-01,27.1100473787,88.6200788745,reishisagnik,needs_id,https://www.inaturalist.org/observations/339881900
339881899,Phylloscopus,Phylloscopus,2026-02-01,27.1100473787,88.6200788745,reishisagnik,needs_id,https://www.inaturalist.org/observations/339881899
339881898,Maroon Oriole,Oriolus traillii,2026-02-01,27.1100473787,88.6200788745,reishisagnik,research,https://www.inaturalist.org/observations/339881898
339881897,Black Bulbul,Hypsipetes leucocephalus,2026-02-01,27.1100473787,88.6200788745,reishisagnik,research,https://www.inaturalist.org/observations/339881897
339881894,Phylloscopus,Phylloscopus,2026-02-01,27.1100473787,88.6200788745,reishisagnik,needs_id,https://www.inaturalist.org/observations/339881894
339881893,Aethopyga nipalensis,Aethopyga nipalensis,2026-02-01,27.1100473787,88.6200788745,reishisagnik,needs_id,https://www.inaturalist.org/observations/339881893
339881892,Red-tailed Minla,Minla ignotincta,2026-02-01,27.1100473787,88.6200788745,reishisagnik,research,https://www.inaturalist.org/observations/339881892
339881885,Hypsipetes leucocephalus,Hypsipetes leucocephalus,2026-02-01,27.1100473787,88.6200788745,reishisagnik,needs_id,https://www.inaturalist.org/observations/339881885
339582987,Erpornis zantholeuca,Erpornis zantholeuca,2026-02-01,27.1094338521,88.6152551526,reishisagnik,needs_id,https://www.inaturalist.org/observations/339582987
339582986,Grey-headed Canary-Flycatcher,Culicicapa ceylonensis,2026-02-01,27.1094338521,88.6152551526,reishisagnik,research,https://www.inaturalist.org/observations/339582986
339582985,Phylloscopus xanthoschistos,Phylloscopus xanthoschistos,2026-02-01,27.1094338521,88.6152551526,reishisagnik,needs_id,https://www.inaturalist.org/observations/339582985
339582984,Maroon Oriole,Oriolus traillii,2026-01-31,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582984
339582983,Indian White-eye,Zosterops palpebrosus,2026-01-31,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582983
339582980,Common Tailorbird,Orthotomus sutorius,2026-01-31,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582980
339582979,Velvet-fronted Nuthatch,Sitta frontalis,2026-01-31,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582979
339582977,Aegithina tiphia,Aegithina tiphia,2026-01-31,27.0725125406,88.5076555704,reishisagnik,needs_id,https://www.inaturalist.org/observations/339582977
339582976,Bar-winged Flycatcher-shrike,Hemipus picatus,2026-01-31,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582976
339582971,Black Eagle (Western),Ictinaetus malaiensis perniger,2026-01-30,27.1102255439,88.684205627,reishisagnik,research,https://www.inaturalist.org/observations/339582971
339582968,Spotted Forktail,Enicurus maculatus,2026-01-30,27.1102255439,88.684205627,reishisagnik,research,https://www.inaturalist.org/observations/339582968
339582967,Heterophasia capistrata,Heterophasia capistrata,2026-01-30,27.1102255439,88.684205627,reishisagnik,needs_id,https://www.inaturalist.org/observations/339582967
339582960,White-capped Redstart,Phoenicurus leucocephalus,2026-01-30,27.1102255439,88.684205627,reishisagnik,research,https://www.inaturalist.org/observations/339582960
339582956,Himalayan Bluetail,Tarsiger rufilatus,2026-01-30,27.1060504427,88.6817025244,reishisagnik,research,https://www.inaturalist.org/observations/339582956
339582949,Oriolus traillii,Oriolus traillii,2026-01-30,27.0976673486,88.680553172,reishisagnik,needs_id,https://www.inaturalist.org/observations/339582949
339582941,Rufous Sibia,Heterophasia capistrata,2026-01-30,27.0976673486,88.680553172,reishisagnik,research,https://www.inaturalist.org/observations/339582941
339582940,Rufous Sibia,Heterophasia capistrata,2026-01-30,27.0976673486,88.680553172,reishisagnik,research,https://www.inaturalist.org/observations/339582940
339582936,Whiskered Yuhina,Yuhina flavicollis,2026-01-30,27.0976673486,88.680553172,reishisagnik,research,https://www.inaturalist.org/observations/339582936
339582935,Grey Wagtail,Motacilla cinerea,2026-01-30,27.1093159316,88.5919059828,reishisagnik,research,https://www.inaturalist.org/observations/339582935
339582931,Greater Yellownape,Chrysophlegma flavinucha,2026-01-29,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582931
339582930,White-crested Laughingthrush,Garrulax leucolophus,2026-01-29,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582930
339582929,White-crested Laughingthrush,Garrulax leucolophus,2026-01-29,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582929
339582926,Great Barbet,Psilopogon virens,2026-01-27,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582926
339582925,Hair-crested Drongo,Dicrurus hottentottus,2026-01-27,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582925
339582924,Black Bulbul,Hypsipetes leucocephalus,2026-01-27,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582924
339582922,Great Barbet,Psilopogon virens,2026-01-27,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582922
339582921,Grey-headed Canary-Flycatcher,Culicicapa ceylonensis,2026-01-27,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582921
339582920,Great Barbet,Psilopogon virens,2026-01-27,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582920
339582917,Grey-hooded Warbler,Phylloscopus xanthoschistos,2026-01-27,27.0725125406,88.5076555704,reishisagnik,needs_id,https://www.inaturalist.org/observations/339582917
339582914,Velvet-fronted Nuthatch,Sitta frontalis,2026-01-27,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582914
339582913,Mountain Hawk-Eagle (Western),Nisaetus nipalensis nipalensis,2026-01-26,27.0836991792,88.4363500524,reishisagnik,research,https://www.inaturalist.org/observations/339582913
339582903,Taiga Flycatcher,Ficedula albicilla,2026-01-24,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582903
339582901,Himalayan Bulbul,Pycnonotus leucogenys,2026-01-24,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582901
339582897,Blue Whistling-Thrush,Myophonus caeruleus,2026-01-24,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582897
339582896,Pericrocotus speciosus,Pericrocotus speciosus,2026-01-20,27.0725125406,88.5076555704,reishisagnik,needs_id,https://www.inaturalist.org/observations/339582896
339582895,Pericrocotus speciosus,Pericrocotus speciosus,2026-01-20,27.0725125406,88.5076555704,reishisagnik,needs_id,https://www.inaturalist.org/observations/339582895
339582893,Phoenicurus frontalis,Phoenicurus frontalis,2026-01-12,27.0725125406,88.5076555704,reishisagnik,needs_id,https://www.inaturalist.org/observations/339582893
339582892,Grey-headed Woodpecker,Picus canus,2026-01-12,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582892
339582882,White-crested Laughingthrush,Garrulax leucolophus,2026-01-12,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339582882
339438450,Green-backed Tit,Parus monticolus,2026-01-12,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339438450
339438449,Green-backed Tit,Parus monticolus,2026-01-12,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339438449
339438448,Mountain Hawk-Eagle (Western),Nisaetus nipalensis nipalensis,2026-01-12,27.1265987024,88.5449761555,reishisagnik,research,https://www.inaturalist.org/observations/339438448
339438443,Arachnothera magna,Arachnothera magna,2026-01-12,27.0725125406,88.5076555704,reishisagnik,needs_id,https://www.inaturalist.org/observations/339438443
339438442,Great Barbet,Psilopogon virens,2026-01-12,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339438442
339438439,Asian Barred Owlet,Glaucidium cuculoides,2026-01-11,27.0725125406,88.5076555704,reishisagnik,research,https://www.inaturalist.org/observations/339438439
